CustomerKey,GeographyKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,Region,Age,BikeBuyer
16034,146,NULL,Pamela,NULL,Suri,0,1962-12-11,M,NULL,F,pamela3@adventure-works.com,10000.00,1,0,Graduate Degree,Manual,1,0,Platz des Landtags 22,NULL,1 (11) 500 555-0194,2008-05-28,0-1 Miles,Europe,54,0
16035,237,NULL,Sebastian,C,Morgan,0,1962-06-18,M,NULL,M,sebastian13@adventure-works.com,20000.00,1,0,Graduate Degree,Manual,1,0,7236 Tanager Circle,NULL,1 (11) 500 555-0175,2008-07-17,0-1 Miles,Europe,55,0
16036,279,NULL,Maria,NULL,Long,0,1961-12-03,M,NULL,F,maria32@adventure-works.com,10000.00,1,0,Bachelors,Manual,1,0,7053 Laurel Dr.,NULL,1 (11) 500 555-0175,2007-10-20,0-1 Miles,Europe,55,0
16037,162,NULL,Melissa,NULL,Kelly,0,1961-05-08,M,NULL,F,melissa25@adventure-works.com,10000.00,1,0,Bachelors,Manual,1,0,Heiderplatz 268,NULL,1 (11) 500 555-0192,2007-12-15,0-1 Miles,Europe,56,0
16038,243,NULL,Roy,J,Sai,0,1961-07-09,M,NULL,M,roy6@adventure-works.com,10000.00,1,0,Bachelors,Manual,1,0,8012 Dalis Dr.,NULL,1 (11) 500 555-0182,2008-02-23,0-1 Miles,Europe,56,0
16039,143,NULL,Steve,L,Yang,0,1961-05-06,M,NULL,M,steve9@adventure-works.com,10000.00,1,0,Bachelors,Manual,1,0,Am Karlshof 368,NULL,1 (11) 500 555-0116,2007-08-22,0-1 Miles,Europe,56,0
16040,197,NULL,Casey,NULL,Gill,0,1962-10-07,M,NULL,M,casey37@adventure-works.com,20000.00,1,0,Graduate Degree,Clerical,1,0,"172, rue Basse-du-Rocher",NULL,1 (11) 500 555-0154,2007-09-04,0-1 Miles,Europe,54,0
16041,208,NULL,Pedro,C,Raman,0,1961-05-08,S,NULL,M,pedro12@adventure-works.com,20000.00,1,0,Graduate Degree,Clerical,1,0,"66, avenue du Québec",NULL,1 (11) 500 555-0160,2007-08-02,0-1 Miles,Europe,56,0
16042,209,NULL,Ian,A,Hall,0,1936-07-21,S,NULL,M,ian22@adventure-works.com,20000.00,1,0,Graduate Degree,Clerical,1,0,"22, rue Léo Delibes",NULL,1 (11) 500 555-0162,2007-12-31,0-1 Miles,Europe,81,0
16043,233,NULL,Mathew,L,Romero,0,1958-03-13,S,NULL,M,mathew5@adventure-works.com,10000.00,1,0,Bachelors,Manual,1,0,3598 Walnut Place,NULL,1 (11) 500 555-0142,2007-11-14,0-1 Miles,Europe,59,0
16044,124,NULL,Connie,NULL,Rai,0,1958-09-09,M,NULL,F,connie4@adventure-works.com,10000.00,1,0,Bachelors,Manual,1,0,Reiherweg 7450,Einkaufsabteilung,1 (11) 500 555-0175,2007-09-18,0-1 Miles,Europe,59,0
16045,260,NULL,Evelyn,NULL,Sara,0,1958-07-04,M,NULL,F,evelyn11@adventure-works.com,20000.00,1,0,Graduate Degree,Clerical,1,0,6316 Glaze Ct.,NULL,1 (11) 500 555-0176,2006-07-23,0-1 Miles,Europe,59,1
16046,275,NULL,Robyn,NULL,Gomez,0,1958-08-20,S,NULL,F,robyn0@adventure-works.com,20000.00,1,0,Graduate Degree,Clerical,1,0,4313 Atherton Circle,NULL,1 (11) 500 555-0167,2006-07-06,0-1 Miles,Europe,59,1
16047,175,NULL,Taylor,H,Johnson,0,1957-07-09,M,NULL,F,taylor48@adventure-works.com,10000.00,1,0,Partial College,Manual,1,0,Brunnenstr 64,NULL,1 (11) 500 555-0135,2008-05-31,0-1 Miles,Europe,60,0
16048,147,NULL,Kelli,M,Yang,0,1957-05-11,S,NULL,F,kelli5@adventure-works.com,10000.00,1,0,Partial College,Manual,1,0,Erlenweg 94,NULL,1 (11) 500 555-0116,2007-10-18,0-1 Miles,Europe,60,0
16049,119,NULL,Ashlee,A,Nara,0,1957-05-12,M,NULL,F,ashlee1@adventure-works.com,10000.00,1,0,Partial College,Manual,1,0,Altendorfer Straße 123,NULL,1 (11) 500 555-0116,2008-01-06,0-1 Miles,Europe,60,0
16050,271,NULL,Reginald,H,Moreno,0,1957-03-11,M,NULL,M,reginald13@adventure-works.com,10000.00,1,0,Partial College,Manual,1,0,6498 Pasa Del Rio,NULL,1 (11) 500 555-0160,2007-09-08,0-1 Miles,Europe,60,0
16051,187,NULL,Leonard,D,Xu,0,1956-09-18,M,NULL,M,leonard6@adventure-works.com,20000.00,1,0,Bachelors,Clerical,1,0,"964, rue des Grands Champs",NULL,1 (11) 500 555-0184,2007-03-16,0-1 Miles,Europe,61,1
16052,193,NULL,Danny,L,Gutierrez,0,1956-11-06,M,NULL,M,danny12@adventure-works.com,20000.00,1,0,Bachelors,Clerical,1,0,"758, avenue du Québec",NULL,1 (11) 500 555-0123,2007-03-08,0-1 Miles,Europe,60,1
16053,267,NULL,Frederick,NULL,Perez,0,1956-06-18,M,NULL,M,frederick18@adventure-works.com,20000.00,1,0,Bachelors,Clerical,1,0,4485 Laurel,NULL,1 (11) 500 555-0113,2006-07-29,0-1 Miles,Europe,61,1
16054,275,NULL,Hector,E,Ortega,0,1956-06-19,S,NULL,M,hector19@adventure-works.com,20000.00,1,0,Bachelors,Clerical,1,0,3601 Stinson,NULL,1 (11) 500 555-0172,2006-07-10,0-1 Miles,Europe,61,1
16055,171,NULL,Ryan,NULL,Lee,0,1955-12-19,M,NULL,M,ryan58@adventure-works.com,10000.00,2,0,Partial College,Manual,1,0,Heiderplatz 772,NULL,1 (11) 500 555-0126,2007-10-15,1-2 Miles,Europe,61,0
16056,212,NULL,Alison,NULL,Shan,0,1955-09-21,M,NULL,F,alison10@adventure-works.com,10000.00,2,0,Partial College,Manual,1,1,"66, rue du Départ",NULL,1 (11) 500 555-0111,2008-03-28,0-1 Miles,Europe,62,0
16057,159,NULL,Michele,NULL,Gomez,0,1955-12-14,M,NULL,F,michele36@adventure-works.com,10000.00,2,0,Partial College,Manual,1,1,Zur Lindung 787,NULL,1 (11) 500 555-0133,2007-08-16,1-2 Miles,Europe,61,0
16058,251,NULL,Margaret,G,Zhang,0,1954-06-04,M,NULL,F,margaret7@adventure-works.com,10000.00,2,0,Partial College,Manual,1,1,4616 Cordova Way,NULL,1 (11) 500 555-0112,2007-11-02,0-1 Miles,Europe,63,0
16059,119,NULL,Jésus,NULL,Carlson,0,1938-10-11,M,NULL,M,jésus17@adventure-works.com,20000.00,1,0,Bachelors,Clerical,1,0,Marienplatz 222,NULL,1 (11) 500 555-0192,2007-09-19,0-1 Miles,Europe,78,0
16060,383,NULL,Antonio,J,Griffin,0,1970-10-27,M,NULL,M,antonio21@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,0,8550 Placer Dr.,NULL,718-555-0137,2008-07-26,0-1 Miles,North America,46,0
16061,311,NULL,Miguel,L,Butler,0,1970-07-06,M,NULL,M,miguel60@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,0,7696 Ready Road,NULL,293-555-0151,2008-02-13,2-5 Miles,North America,47,1
16062,642,NULL,Katherine,C,Johnson,0,1970-06-09,M,NULL,F,katherine72@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,1,9430 La Vista Avenue,NULL,445-555-0150,2008-06-19,0-1 Miles,North America,47,0
16063,299,NULL,Francisco,M,Kapoor,0,1970-07-16,M,NULL,M,francisco2@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,1,7567 Blackwood Drive,NULL,765-555-0128,2008-01-20,0-1 Miles,North America,47,0
16064,368,NULL,Isabella,J,Griffin,0,1969-03-01,M,NULL,F,isabella31@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,1,7086 C Wharton Way,NULL,994-555-0112,2008-02-29,0-1 Miles,North America,48,0
16065,343,NULL,Makayla,W,Torres,0,1969-07-21,S,NULL,F,makayla4@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,1,0,9595 Zion Avenue,NULL,707-555-0112,2008-03-13,2-5 Miles,North America,48,1
16066,337,NULL,Alex,J,Ramirez,0,1969-07-23,M,NULL,M,alex10@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,1,0,347 San Simeon Dr.,NULL,402-555-0173,2008-03-15,2-5 Miles,North America,48,1
16067,641,NULL,Maria,NULL,Butler,0,1969-04-20,S,NULL,F,maria36@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,0,0,1158 Roundtree Place,NULL,323-555-0119,2008-03-04,0-1 Miles,North America,48,1
16068,607,NULL,Jerry,M,Shen,0,1969-03-03,S,NULL,M,jerry2@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,0,0,4167 Whitehall Drive,NULL,569-555-0145,2008-03-21,0-1 Miles,North America,48,1
16069,339,NULL,Brianna,NULL,Hall,0,1969-09-04,S,NULL,F,brianna23@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,1,0,3069 Courthouse Dr.,NULL,479-555-0146,2008-03-15,2-5 Miles,North America,48,1
16070,343,NULL,Sierra,J,Phillips,0,1969-12-22,S,NULL,F,sierra5@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,9075 Ingersoll Terrace,NULL,702-555-0155,2008-07-08,2-5 Miles,North America,47,0
16071,50,NULL,Taylor,NULL,Rodriguez,0,1971-01-10,M,NULL,F,taylor66@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,5877 Providence Dr.,NULL,205-555-0111,2008-03-13,0-1 Miles,North America,46,0
16072,536,NULL,Caleb,S,Evans,0,1971-10-12,M,NULL,M,caleb29@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,6864 Oakleaf Ct.,NULL,729-555-0171,2008-04-14,2-5 Miles,North America,45,0
16073,623,NULL,Miranda,C,Bryant,0,1971-12-12,S,NULL,F,miranda18@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,790 South St,NULL,486-555-0195,2008-06-14,2-5 Miles,North America,45,0
16074,633,NULL,Caleb,NULL,Roberts,0,1971-11-12,M,NULL,M,caleb33@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,1903 Vista Place,NULL,384-555-0173,2007-11-17,2-5 Miles,North America,45,0
16075,644,NULL,Alexis,J,Johnson,0,1971-07-26,S,NULL,F,alexis1@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,4898 Hillview Dr.,NULL,192-555-0131,2008-04-28,2-5 Miles,North America,46,0
16076,648,NULL,Catherine,A,Rogers,0,1971-06-16,M,NULL,F,catherine17@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,9201 Lexington Rd.,NULL,190-555-0182,2008-07-18,0-1 Miles,North America,46,0
16077,301,NULL,Stephanie,W,Rogers,0,1971-06-01,M,NULL,F,stephanie6@adventure-works.com,70000.00,2,0,Graduate Degree,Professional,1,0,648 Los Angeles,NULL,236-555-0147,2008-03-22,0-1 Miles,North America,46,1
16078,326,NULL,Nicole,C,James,0,1971-09-06,M,NULL,F,nicole43@adventure-works.com,70000.00,3,0,Graduate Degree,Professional,1,0,9177 Concord Royale,NULL,509-555-0114,2008-03-14,0-1 Miles,North America,46,1
16079,368,NULL,Natalie,NULL,Carter,0,1971-09-07,M,NULL,F,natalie53@adventure-works.com,80000.00,1,0,Graduate Degree,Professional,1,0,843 Muy Verde Cr.,NULL,472-555-0132,2008-03-12,0-1 Miles,North America,46,1
16080,337,NULL,Oscar,A,Patterson,0,1968-08-01,S,NULL,M,oscar18@adventure-works.com,40000.00,4,4,High School,Skilled Manual,1,3,3691 Macalvey Drive,NULL,115-555-0140,2008-03-11,10+ Miles,North America,49,1
16081,298,NULL,Arturo,M,Cai,0,1968-03-21,M,NULL,M,arturo23@adventure-works.com,70000.00,2,2,Bachelors,Skilled Manual,1,1,1349 Palm Ave.,NULL,784-555-0163,2008-04-28,2-5 Miles,North America,49,1
16082,609,NULL,Autumn,NULL,Zeng,0,1968-05-22,S,NULL,F,autumn21@adventure-works.com,70000.00,2,2,Bachelors,Skilled Manual,0,1,3884 Beauty Street,NULL,716-555-0157,2007-12-29,0-1 Miles,North America,49,0
16083,43,NULL,Mindy,A,Raje,0,1967-07-03,M,NULL,F,mindy18@adventure-works.com,40000.00,5,5,High School,Skilled Manual,1,1,6191 Story Lane,NULL,403-555-0147,2007-12-20,0-1 Miles,North America,50,1
16084,542,NULL,Allison,R,Wright,0,1967-11-17,S,NULL,F,allison43@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,4463 Temple Court,NULL,567-555-0119,2008-06-17,0-1 Miles,North America,49,0
16085,50,NULL,Trevor,K,Gonzales,0,1970-01-10,M,NULL,M,trevor17@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,3085 Curtis Drive,NULL,678-555-0197,2007-08-11,2-5 Miles,North America,47,0
16086,298,NULL,Charles,W,Watson,0,1970-05-11,M,NULL,M,charles47@adventure-works.com,70000.00,4,0,Graduate Degree,Professional,1,0,4487 San Miguel Court,NULL,939-555-0158,2008-04-30,2-5 Miles,North America,47,1
16087,299,NULL,Micah,NULL,Chen,0,1970-06-13,S,NULL,M,micah12@adventure-works.com,70000.00,4,0,Graduate Degree,Professional,1,0,1343 Granola Dr.,NULL,442-555-0172,2008-04-16,2-5 Miles,North America,47,1
16088,536,NULL,Bryce,A,Sanders,0,1967-07-10,S,NULL,M,bryce3@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,1870 Blue Ridge Dr.,NULL,449-555-0174,2007-11-22,2-5 Miles,North America,50,0
16089,62,NULL,Lucas,S,Brooks,0,1967-08-03,M,NULL,M,lucas72@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,1,1,1200 Rosemarie Pl,NULL,352-555-0117,2007-11-21,0-1 Miles,North America,50,0
16090,60,NULL,Emma,N,White,0,1967-07-04,S,NULL,F,emma12@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,1,1,5204 Marlesta Rd.,NULL,182-555-0176,2008-04-17,2-5 Miles,North America,50,1
16091,315,NULL,Alyssa,K,Lewis,0,1967-04-25,S,NULL,F,alyssa21@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,0,1,1490 Marina Hill Pkwy.,NULL,128-555-0183,2007-12-28,0-1 Miles,North America,50,0
16092,616,NULL,Jessica,NULL,Bryant,0,1966-01-02,M,NULL,F,jessica42@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,0,8037 Fruitwood St.,NULL,319-555-0171,2008-03-27,2-5 Miles,North America,51,0
16093,347,NULL,Kaitlyn,NULL,Morris,0,1966-03-02,S,NULL,F,kaitlyn48@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,0,4622 Andrea Lane,NULL,203-555-0137,2008-03-31,2-5 Miles,North America,51,1
16094,368,NULL,Kayla,NULL,Brown,0,1966-11-12,S,NULL,F,kayla4@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,0,3230 Buchanan Rd.,NULL,265-555-0129,2008-03-17,2-5 Miles,North America,50,1
16095,316,NULL,Marcus,NULL,Garcia,0,1966-02-11,M,NULL,M,marcus17@adventure-works.com,70000.00,4,0,Graduate Degree,Professional,1,0,137 Mazatlan,NULL,582-555-0192,2008-04-09,0-1 Miles,North America,51,1
16096,43,NULL,Kenneth,NULL,She,0,1969-01-25,M,NULL,M,kenneth1@adventure-works.com,60000.00,2,0,Graduate Degree,Professional,1,0,6595 Trailview Circle,NULL,870-555-0120,2007-09-02,0-1 Miles,North America,48,0
16097,49,NULL,Jessica,NULL,Stewart,0,1969-11-05,S,NULL,F,jessica0@adventure-works.com,60000.00,2,0,Graduate Degree,Professional,1,0,8084 Sunnyvale Avenue,NULL,608-555-0126,2007-08-03,2-5 Miles,North America,47,0
16098,69,NULL,Jasmine,A,Diaz,0,1969-09-06,M,NULL,F,jasmine61@adventure-works.com,70000.00,5,0,Graduate Degree,Professional,1,0,7427 Terra Catalina,NULL,253-555-0162,2007-07-27,0-1 Miles,North America,48,1
16099,637,NULL,Julian,NULL,Jenkins,0,1969-08-09,M,NULL,M,julian8@adventure-works.com,70000.00,5,5,Graduate Degree,Professional,1,2,3513 Dorset Way,NULL,444-555-0124,2008-06-01,0-1 Miles,North America,48,0
16100,310,NULL,Jose,L,Johnson,0,1969-04-03,S,NULL,M,jose57@adventure-works.com,70000.00,5,5,Graduate Degree,Professional,1,3,9077 Windsor Drive,NULL,681-555-0175,2008-04-08,10+ Miles,North America,48,1
16101,322,NULL,Mary,R,Lopez,0,1969-09-19,M,NULL,F,mary34@adventure-works.com,80000.00,2,0,Graduate Degree,Professional,1,0,4641 Brown St.,NULL,416-555-0152,2008-04-16,0-1 Miles,North America,48,1
16102,310,NULL,Marcus,M,Alexander,0,1965-08-14,S,NULL,M,marcus68@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,212 Pheasant Circle,NULL,905-555-0127,2008-03-23,0-1 Miles,North America,52,1
16103,62,NULL,Haley,J,Hill,0,1965-10-11,S,NULL,F,haley56@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,1,1,5200 Woodchuck Pl.,NULL,547-555-0187,2007-08-31,0-1 Miles,North America,51,1
16104,627,NULL,Jordan,NULL,Hernandez,0,1965-11-04,S,NULL,F,jordan47@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,1,2,6798 Roosevelt Avenue,NULL,134-555-0196,2008-04-30,2-5 Miles,North America,51,1
16105,536,NULL,Kristy,A,Diaz,0,1965-02-04,S,NULL,F,kristy3@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,1,3,7503 Hill Drive,NULL,124-555-0148,2008-04-01,10+ Miles,North America,52,1
16106,62,NULL,Ian,M,Barnes,0,1965-03-21,M,NULL,M,ian43@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,1,5339 Longview Road,NULL,734-555-0118,2007-12-06,2-5 Miles,North America,52,0
16107,644,NULL,Jordan,R,Edwards,0,1964-04-20,S,NULL,F,jordan30@adventure-works.com,50000.00,4,4,Bachelors,Skilled Manual,1,2,8982 Ricardo Drive,NULL,189-555-0154,2007-11-15,2-5 Miles,North America,53,0
16108,614,NULL,Bryce,E,Howard,0,1964-06-24,S,NULL,M,bryce10@adventure-works.com,60000.00,4,2,Bachelors,Skilled Manual,0,2,6632 Johnson Road,NULL,383-555-0134,2008-04-21,0-1 Miles,North America,53,1
16109,54,NULL,Adam,K,Turner,0,1964-07-05,S,NULL,M,adam35@adventure-works.com,60000.00,4,2,Bachelors,Skilled Manual,1,2,9800 American Beauty Dr.,NULL,222-555-0116,2008-04-27,2-5 Miles,North America,53,1
16110,69,NULL,Brandon,M,Long,0,1964-07-01,M,NULL,M,brandon7@adventure-works.com,60000.00,4,2,Bachelors,Skilled Manual,1,2,5338 Moccasin Ct,NULL,407-555-0119,2008-04-26,0-1 Miles,North America,53,1
16111,542,NULL,Allison,NULL,Green,0,1963-08-09,S,NULL,F,allison37@adventure-works.com,70000.00,4,2,Bachelors,Skilled Manual,1,2,1465 Dover Drive,NULL,512-555-0126,2008-04-07,0-1 Miles,North America,54,1
16112,299,NULL,Frank,NULL,Munoz,0,1963-03-05,S,NULL,M,frank15@adventure-works.com,70000.00,4,2,Bachelors,Professional,1,2,6943 Patterson Blvd.,NULL,565-555-0189,2008-04-03,2-5 Miles,North America,54,1
16113,302,NULL,Roger,NULL,Lal,0,1963-02-13,S,NULL,M,roger36@adventure-works.com,70000.00,4,2,Bachelors,Professional,0,2,3478 Glenwood Dr,NULL,300-555-0158,2008-04-14,0-1 Miles,North America,54,1
16114,325,NULL,Gavin,NULL,Ross,0,1963-03-14,M,NULL,M,gavin3@adventure-works.com,70000.00,4,2,Bachelors,Professional,1,2,142 Mt. Trinity Court,NULL,626-555-0177,2008-04-19,2-5 Miles,North America,54,1
16115,339,NULL,Jennifer,M,Diaz,0,1968-06-13,S,NULL,F,jennifer95@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,1,2099 San Jose,NULL,117-555-0118,2007-09-29,0-1 Miles,North America,49,0
16116,343,NULL,Begoña,M,Hurtado,0,1968-06-06,S,NULL,M,begoña0@adventure-works.com,70000.00,0,0,Bachelors,Professional,1,1,3945 Cedar St.,NULL,233-555-0116,2008-04-27,2-5 Miles,North America,49,1
16117,609,NULL,Brad,NULL,Lal,0,1962-11-02,M,NULL,M,brad8@adventure-works.com,40000.00,4,3,High School,Skilled Manual,1,2,4255 Willow Pass Dr,NULL,463-555-0111,2008-05-24,0-1 Miles,North America,54,0
16118,348,NULL,James,A,Wright,0,1962-09-03,M,NULL,M,james70@adventure-works.com,70000.00,1,0,Bachelors,Professional,0,1,8478 Eastgate Ave.,NULL,726-555-0143,2008-04-23,0-1 Miles,North America,55,1
16119,539,NULL,Hailey,I,Watson,0,1961-09-12,M,NULL,F,hailey18@adventure-works.com,40000.00,4,3,High School,Skilled Manual,1,2,9658 Guadalupe Dr.,NULL,333-555-0115,2007-08-12,2-5 Miles,North America,56,0
16120,314,NULL,Bryce,H,Ramirez,0,1961-04-14,M,NULL,M,bryce6@adventure-works.com,40000.00,4,3,High School,Skilled Manual,1,3,387 Glenside Court,NULL,765-555-0164,2008-05-02,10+ Miles,North America,56,0
16121,53,NULL,Kaitlyn,NULL,Ross,0,1961-05-04,M,NULL,F,kaitlyn71@adventure-works.com,40000.00,4,2,High School,Skilled Manual,0,2,8391 Olivera,NULL,683-555-0152,2008-05-26,0-1 Miles,North America,56,1
16122,300,NULL,Jason,NULL,Phillips,0,1961-12-16,M,NULL,M,jason35@adventure-works.com,40000.00,4,2,High School,Skilled Manual,1,2,2369 Whitehaven Dr.,NULL,808-555-0157,2008-04-08,0-1 Miles,North America,55,1
16123,50,NULL,Natalie,NULL,Patterson,0,1961-07-08,M,NULL,F,natalie33@adventure-works.com,40000.00,4,2,High School,Skilled Manual,1,2,2777 Spring Hill Drive,NULL,858-555-0113,2008-05-08,2-5 Miles,North America,56,1
16124,59,NULL,Eduardo,S,Murphy,0,1961-11-03,M,NULL,M,eduardo82@adventure-works.com,40000.00,4,2,High School,Skilled Manual,1,2,3032 Smoking Tree Court,NULL,595-555-0145,2008-05-21,0-1 Miles,North America,55,1
16125,60,NULL,Victoria,NULL,Watson,0,1961-03-06,M,NULL,F,victoria45@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,6780 Ware Ct.,NULL,796-555-0146,2008-06-05,2-5 Miles,North America,56,1
16126,347,NULL,Faith,NULL,Kelly,0,1961-07-17,M,NULL,F,faith24@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,879 Panoramic Ave,NULL,170-555-0175,2008-04-01,2-5 Miles,North America,56,1
16127,302,NULL,Amanda,NULL,Edwards,0,1961-03-17,M,NULL,F,amanda45@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,8041 Erie Dr.,NULL,600-555-0173,2008-04-16,0-1 Miles,North America,56,1
16128,51,NULL,Destiny,NULL,Ward,0,1961-06-24,M,NULL,F,destiny38@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,3935 Hawkins Street,NULL,141-555-0193,2008-06-15,2-5 Miles,North America,56,1
16129,547,NULL,Jordyn,NULL,Russell,0,1960-10-11,S,NULL,F,jordyn18@adventure-works.com,40000.00,4,2,High School,Skilled Manual,1,2,7682 Palm Avenue,NULL,171-555-0187,2008-05-15,2-5 Miles,North America,56,1
16130,300,Mr.,Mike,NULL,Seamans,0,1960-12-24,S,NULL,F,mike5@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,4678 Cardinal Dr.,NULL,210-555-0100,2008-03-14,2-5 Miles,North America,56,0
16131,301,NULL,Albert,NULL,Romero,0,1960-05-14,S,NULL,M,albert11@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,45 Linton Terr.,NULL,444-555-0178,2008-05-08,2-5 Miles,North America,57,0
16132,62,NULL,Sierra,NULL,Nelson,0,1960-12-03,M,NULL,F,sierra9@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,"12, avenue Foch",NULL,183-555-0117,2007-07-22,0-1 Miles,North America,56,1
16133,51,NULL,Dylan,NULL,Simmons,0,1967-08-13,S,NULL,M,dylan14@adventure-works.com,50000.00,0,0,Partial College,Skilled Manual,0,1,3831 Frigate Ct,NULL,308-555-0179,2007-08-11,0-1 Miles,North America,50,0
16134,536,NULL,Roy,R,Hernandez,0,1967-06-06,S,NULL,M,roy24@adventure-works.com,50000.00,0,0,Partial College,Skilled Manual,0,1,9363 Vista Bonita,NULL,878-555-0124,2007-10-28,2-5 Miles,North America,50,0
16135,536,NULL,Chelsea,C,Raman,0,1967-07-01,S,NULL,F,chelsea13@adventure-works.com,50000.00,0,0,Partial College,Skilled Manual,0,1,9 Serrana Ct.,NULL,773-555-0130,2008-05-07,2-5 Miles,North America,50,1
16136,611,NULL,George,NULL,Srini,0,1967-06-04,S,NULL,M,george14@adventure-works.com,50000.00,0,0,Partial College,Skilled Manual,0,1,6214 Piedra Dr.,NULL,241-555-0183,2008-05-30,2-5 Miles,North America,50,1
16137,631,NULL,Timothy,A,King,0,1967-03-15,S,NULL,M,timothy45@adventure-works.com,50000.00,0,0,Partial College,Skilled Manual,1,1,3774 Napa Court,NULL,939-555-0124,2008-05-12,2-5 Miles,North America,50,1
16138,315,NULL,David,H,Butler,0,1967-02-09,S,NULL,M,david47@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,0,1,620 Trasher Road,NULL,236-555-0154,2008-05-08,2-5 Miles,North America,50,1
16139,383,NULL,Jacqueline,J,Alexander,0,1960-08-25,M,NULL,F,jacqueline19@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,3181 Hacienda,NULL,443-555-0198,2008-05-12,0-1 Miles,North America,57,1
16140,59,NULL,Seth,M,Harris,0,1960-04-04,M,NULL,M,seth14@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,1487 Santa Fe,NULL,778-555-0114,2007-09-26,0-1 Miles,North America,57,1
16141,369,NULL,Shelby,NULL,Ramirez,0,1960-11-01,M,NULL,F,shelby7@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,2236 Buena Vista Ave,NULL,942-555-0151,2008-05-02,2-5 Miles,North America,56,1
16142,642,NULL,Sophia,NULL,King,0,1959-01-11,S,NULL,F,sophia17@adventure-works.com,60000.00,4,3,Bachelors,Professional,1,0,2837 Thissen Court,NULL,249-555-0119,2008-05-09,2-5 Miles,North America,58,1
16143,329,NULL,Sara,A,Evans,0,1959-03-19,M,NULL,F,sara25@adventure-works.com,60000.00,4,3,Bachelors,Professional,1,0,7747 Bell Drive,NULL,646-555-0173,2007-10-17,2-5 Miles,North America,58,0
12429,311,NULL,Melvin,NULL,Black,0,1955-11-27,M,NULL,M,melvin19@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,4176 Alexander Pl,NULL,810-555-0164,2007-09-06,1-2 Miles,North America,61,0
12430,66,NULL,Kaitlyn,L,Thompson,0,1955-04-01,M,NULL,F,kaitlyn38@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,5675 Fairoaks Way,NULL,445-555-0190,2007-10-22,1-2 Miles,North America,62,0
12431,66,NULL,Wyatt,R,Thomas,0,1955-03-21,M,NULL,M,wyatt11@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,8033 Chaucer Drive,NULL,213-555-0147,2007-09-22,1-2 Miles,North America,62,0
