GeographyKey,FirstName,MiddleName,LastName,MaritalStatus,Gender,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer,AgeRegularBin
39.0,Jay,A,Lopez,M,M,4.0,5.0,High School,Management,0.0,0-1 Miles,Pacific,43.0,1,50.0
19.0,Abby,J,Sanchez,M,F,0.0,0.0,Bachelors,Professional,3.0,10+ Miles,Pacific,45.0,1,50.0
18.0,Devon,H,Deng,S,M,0.0,0.0,Bachelors,Professional,3.0,10+ Miles,Pacific,44.0,1,50.0
9.0,Katrina,L,Chande,M,F,0.0,5.0,High School,Management,3.0,10+ Miles,Pacific,45.0,1,50.0
29.0,Jake,P,Guo,S,M,0.0,0.0,Bachelors,Professional,0.0,10+ Miles,Pacific,46.0,0,50.0
27.0,Tanya,D,Jimenez,S,F,4.0,5.0,High School,Management,0.0,0-1 Miles,Pacific,44.0,1,50.0
6.0,Jeffery,B,Lu,S,M,0.0,5.0,High School,Management,3.0,10+ Miles,Pacific,46.0,1,50.0
33.0,Lindsay,R,Chander,M,F,0.0,5.0,High School,Management,0.0,10+ Miles,Pacific,45.0,0,50.0
16.0,Colin,A,Zhu,M,M,0.0,0.0,Bachelors,Professional,0.0,10+ Miles,Pacific,46.0,0,50.0
18.0,George,A,Fernandez,M,M,0.0,5.0,High School,Management,0.0,10+ Miles,Pacific,47.0,1,50.0
25.0,Brittney,W,Zhang,S,F,0.0,5.0,Partial High School,Professional,0.0,10+ Miles,Pacific,47.0,1,50.0
22.0,Tamara,L,Sun,M,F,0.0,5.0,High School,Management,0.0,10+ Miles,Pacific,47.0,0,50.0
29.0,Kristine,A,Gill,S,F,0.0,5.0,Partial High School,Professional,0.0,10+ Miles,Pacific,46.0,1,50.0
39.0,Marshall,P,Yuan,M,M,0.0,5.0,Partial High School,Professional,0.0,10+ Miles,Pacific,46.0,1,50.0
36.0,Janet,A,Browning,M,F,0.0,5.0,Partial High School,Management,0.0,10+ Miles,Pacific,45.0,1,50.0
623.0,Alexandra,E,Carter,M,F,5.0,5.0,Partial College,Professional,3.0,2-5 Miles,North America,53.0,0,65.0
315.0,Kelly,E,Russell,M,F,1.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,45.0,1,50.0
338.0,Charles,K,Cox,S,M,1.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,45.0,1,50.0
298.0,Michael,B,Martinez,M,M,1.0,1.0,Bachelors,Skilled Manual,1.0,2-5 Miles,North America,47.0,1,50.0
316.0,Sara,A,Morris,M,F,1.0,1.0,Bachelors,Skilled Manual,1.0,2-5 Miles,North America,47.0,1,50.0
611.0,Tamara,A,Ma,S,F,2.0,2.0,Bachelors,Skilled Manual,0.0,2-5 Miles,North America,48.0,1,50.0
310.0,Jamie,A,Huang,S,F,2.0,2.0,Bachelors,Skilled Manual,0.0,2-5 Miles,North America,48.0,1,50.0
55.0,Taylor,A,Moore,S,F,1.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,46.0,1,50.0
66.0,Jordan,A,Long,M,M,1.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,46.0,1,50.0
68.0,Ethan,A,Thompson,M,M,1.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,46.0,1,50.0
301.0,Peter,A,Rai,M,M,2.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,46.0,1,50.0
307.0,Jacob,C,Thomas,M,M,2.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,45.0,1,50.0
345.0,Stephanie,M,Hill,M,F,3.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,46.0,1,50.0
623.0,Nathan,A,Russell,M,M,1.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,47.0,1,50.0
347.0,Madeline,B,King,S,F,2.0,2.0,Bachelors,Skilled Manual,0.0,2-5 Miles,North America,48.0,1,50.0
355.0,Jordyn,A,Gonzales,M,F,2.0,2.0,Bachelors,Skilled Manual,0.0,2-5 Miles,North America,49.0,1,50.0
612.0,Grant,E,She,S,M,2.0,2.0,Bachelors,Skilled Manual,1.0,0-1 Miles,North America,49.0,0,50.0
49.0,Beth,A,Gill,M,F,2.0,2.0,Bachelors,Skilled Manual,1.0,0-1 Miles,North America,49.0,1,50.0
310.0,Laura,A,Liu,S,F,5.0,5.0,High School,Skilled Manual,3.0,10+ Miles,North America,49.0,1,50.0
331.0,Danielle,A,Brooks,S,F,0.0,0.0,Bachelors,Professional,1.0,2-5 Miles,North America,50.0,1,50.0
50.0,Elijah,A,Diaz,M,M,1.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,46.0,1,50.0
627.0,Jordan,A,Hill,S,F,2.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,47.0,1,50.0
299.0,Elizabeth,A,White,M,F,4.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,47.0,1,50.0
300.0,Dalton,E,Gonzalez,S,M,4.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,47.0,1,50.0
311.0,Kaitlin,A,Perez,M,F,4.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,46.0,1,50.0
315.0,Kevin,V,Zhang,S,M,2.0,2.0,Bachelors,Skilled Manual,1.0,2-5 Miles,North America,49.0,1,50.0
553.0,Grace,A,Morris,S,F,2.0,2.0,Bachelors,Skilled Manual,1.0,2-5 Miles,North America,50.0,1,50.0
71.0,Ashley,J,Alexander,S,F,2.0,2.0,Bachelors,Skilled Manual,1.0,0-1 Miles,North America,50.0,1,50.0
343.0,Jack,A,Foster,M,M,0.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,51.0,0,65.0
383.0,Noah,E,Walker,S,M,0.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,51.0,1,65.0
359.0,Jackson,S,Carter,M,M,4.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,50.0,0,50.0
542.0,Eduardo,A,Sanders,M,M,4.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,51.0,1,65.0
298.0,Jessica,A,Robinson,M,F,4.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,50.0,1,50.0
539.0,Jocelyn,S,Hughes,S,F,5.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,48.0,1,50.0
307.0,Anne,A,Blanco,M,F,5.0,5.0,Graduate Degree,Professional,2.0,0-1 Miles,North America,48.0,0,50.0
334.0,Jenna,R,King,M,F,3.0,0.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,47.0,1,50.0
552.0,Katherine,A,Kelly,S,F,0.0,0.0,Bachelors,Professional,1.0,2-5 Miles,North America,52.0,0,65.0
322.0,Anna,E,Sanders,S,F,0.0,0.0,Bachelors,Professional,1.0,2-5 Miles,North America,51.0,0,65.0
635.0,Lauren,A,Gray,M,F,3.0,3.0,Bachelors,Skilled Manual,1.0,0-1 Miles,North America,52.0,0,65.0
626.0,Brittany,A,Diaz,M,F,3.0,3.0,Bachelors,Skilled Manual,2.0,2-5 Miles,North America,51.0,0,65.0
338.0,Jacqueline,K,Foster,S,F,3.0,3.0,Bachelors,Skilled Manual,2.0,0-1 Miles,North America,52.0,0,65.0
50.0,Alexander,I,Jones,M,M,4.0,4.0,Bachelors,Skilled Manual,0.0,2-5 Miles,North America,52.0,0,65.0
310.0,Arthur,A,Perry,M,F,4.0,4.0,Bachelors,Skilled Manual,1.0,2-5 Miles,North America,52.0,0,65.0
68.0,Edward,A,Hughes,S,M,0.0,0.0,Graduate Degree,Professional,0.0,2-5 Miles,North America,52.0,1,65.0
335.0,Fernando,A,Miller,S,M,0.0,0.0,Bachelors,Professional,1.0,2-5 Miles,North America,52.0,1,65.0
616.0,Bryce,O,Bell,S,M,0.0,0.0,Bachelors,Professional,1.0,2-5 Miles,North America,53.0,0,65.0
648.0,Jasmine,A,Richardson,S,F,0.0,0.0,Bachelors,Professional,1.0,0-1 Miles,North America,53.0,1,65.0
325.0,Danielle,A,Murphy,M,F,5.0,5.0,Bachelors,Skilled Manual,3.0,10+ Miles,North America,52.0,0,65.0
355.0,Angela,B,Flores,S,F,5.0,5.0,Bachelors,Skilled Manual,3.0,5-10 Miles,North America,52.0,1,65.0
338.0,Jan,M,Evans,M,F,4.0,2.0,Bachelors,Skilled Manual,2.0,2-5 Miles,North America,52.0,1,65.0
302.0,Alexander,E,Harris,M,M,4.0,2.0,Bachelors,Skilled Manual,2.0,0-1 Miles,North America,53.0,1,65.0
302.0,Devin,A,James,S,M,4.0,2.0,Bachelors,Skilled Manual,2.0,2-5 Miles,North America,53.0,1,65.0
642.0,Marcus,A,Walker,S,M,4.0,2.0,Bachelors,Skilled Manual,2.0,2-5 Miles,North America,53.0,1,65.0
369.0,Carlos,E,Turner,M,M,4.0,2.0,Bachelors,Professional,2.0,0-1 Miles,North America,53.0,1,65.0
68.0,Wyatt,A,Turner,S,M,4.0,2.0,Bachelors,Professional,2.0,2-5 Miles,North America,54.0,1,65.0
49.0,Cesar,A,Fernandez,M,M,4.0,2.0,Bachelors,Professional,2.0,2-5 Miles,North America,54.0,1,65.0
310.0,Kate,A,Tang,M,F,4.0,2.0,Bachelors,Professional,2.0,2-5 Miles,North America,54.0,1,65.0
336.0,Alyssa,A,Sanchez,S,F,0.0,0.0,Bachelors,Professional,1.0,2-5 Miles,North America,49.0,1,50.0
348.0,Taylor,A,Price,S,F,0.0,0.0,Bachelors,Professional,1.0,2-5 Miles,North America,49.0,1,50.0
638.0,Stephanie,C,Evans,S,F,4.0,2.0,Bachelors,Professional,2.0,0-1 Miles,North America,54.0,1,65.0
339.0,Victoria,C,Rivera,S,F,3.0,2.0,Graduate Degree,Professional,0.0,0-1 Miles,North America,54.0,1,65.0
212.0,Joe,E,Alvarez,S,M,0.0,0.0,High School,Manual,1.0,2-5 Miles,Europe,38.0,0,50.0
268.0,Brad,D,Deng,M,M,1.0,1.0,Bachelors,Skilled Manual,0.0,1-2 Miles,Europe,43.0,1,50.0
121.0,Brent,A,Zheng,S,M,0.0,0.0,Partial High School,Manual,2.0,1-2 Miles,Europe,45.0,0,50.0
207.0,Jillian,A,Rana,S,F,0.0,0.0,High School,Manual,1.0,2-5 Miles,Europe,44.0,1,50.0
206.0,Andres,A,Shen,M,M,1.0,1.0,Bachelors,Skilled Manual,0.0,0-1 Miles,Europe,43.0,1,50.0
179.0,Peter,D,She,M,M,1.0,1.0,Bachelors,Skilled Manual,0.0,1-2 Miles,Europe,44.0,1,50.0
219.0,Ronnie,A,Huang,M,M,1.0,1.0,Bachelors,Skilled Manual,0.0,1-2 Miles,Europe,44.0,1,50.0
232.0,Virginia,A,Srini,S,F,0.0,0.0,High School,Manual,1.0,1-2 Miles,Europe,45.0,1,50.0
272.0,Colleen,H,Chavez,S,F,0.0,0.0,Partial High School,Manual,2.0,1-2 Miles,Europe,46.0,1,50.0
216.0,Adriana,W,Prasad,S,F,0.0,0.0,High School,Manual,1.0,2-5 Miles,Europe,45.0,0,50.0
164.0,Linda,A,Dominguez,S,F,1.0,1.0,Partial College,Clerical,1.0,0-1 Miles,Europe,44.0,1,50.0
233.0,Theodore,A,Ruiz,S,M,2.0,2.0,Partial College,Clerical,0.0,1-2 Miles,Europe,45.0,1,50.0
234.0,Jessie,E,Yang,S,M,2.0,2.0,Partial College,Clerical,0.0,0-1 Miles,Europe,45.0,0,50.0
253.0,Clarence,G,Nara,S,M,2.0,2.0,Partial College,Clerical,0.0,1-2 Miles,Europe,44.0,1,50.0
259.0,Ruben,A,Ruiz,S,M,0.0,0.0,Partial High School,Manual,2.0,1-2 Miles,Europe,46.0,0,50.0
124.0,Johnny,A,She,S,M,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,45.0,0,50.0
183.0,Ramon,D,Zhou,S,M,0.0,0.0,Partial High School,Manual,2.0,1-2 Miles,Europe,46.0,0,50.0
240.0,Roger,E,Liu,S,M,0.0,0.0,Partial High School,Manual,2.0,1-2 Miles,Europe,46.0,0,50.0
220.0,Madison,A,Washington,M,F,0.0,0.0,High School,Manual,1.0,1-2 Miles,Europe,46.0,1,50.0
267.0,Kayla,R,Jackson,S,F,0.0,0.0,High School,Manual,1.0,2-5 Miles,Europe,45.0,1,50.0
198.0,Sharon,E,Nath,S,F,0.0,0.0,High School,Manual,1.0,2-5 Miles,Europe,45.0,1,50.0
176.0,Russell,J,Carson,S,M,0.0,0.0,High School,Manual,1.0,2-5 Miles,Europe,46.0,1,50.0
193.0,Kristy,E,Ortega,S,F,2.0,2.0,Partial College,Clerical,0.0,0-1 Miles,Europe,47.0,0,50.0
124.0,Whitney,C,Prasad,S,F,2.0,2.0,Partial College,Clerical,1.0,0-1 Miles,Europe,45.0,0,50.0
133.0,Grant,L,Lal,M,M,2.0,2.0,Partial College,Clerical,1.0,0-1 Miles,Europe,45.0,0,50.0
626.0,Marcus,A,White,S,M,3.0,3.0,Partial College,Clerical,1.0,1-2 Miles,North America,43.0,1,50.0
355.0,Destiny,P,Thompson,S,F,3.0,3.0,Partial College,Clerical,1.0,1-2 Miles,North America,42.0,1,50.0
347.0,Alexandria,F,Peterson,S,F,3.0,3.0,Partial College,Clerical,2.0,1-2 Miles,North America,43.0,1,50.0
369.0,Jessica,C,Smith,S,F,0.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,43.0,1,50.0
68.0,Richard,A,Morris,M,M,0.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,51.0,0,65.0
612.0,Sean,L,Campbell,M,M,0.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,51.0,0,65.0
616.0,Kaitlyn,S,Martinez,M,F,0.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,51.0,1,65.0
632.0,Melissa,A,Cooper,M,F,0.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,51.0,1,65.0
311.0,Preston,A,Madan,S,M,2.0,1.0,High School,Manual,2.0,1-2 Miles,North America,64.0,1,65.0
66.0,Aaron,A,Allen,S,M,2.0,1.0,High School,Manual,2.0,1-2 Miles,North America,64.0,1,65.0
301.0,Beth,A,Vazquez,S,F,2.0,1.0,High School,Manual,2.0,1-2 Miles,North America,64.0,1,65.0
312.0,Aidan,L,Coleman,M,M,2.0,1.0,High School,Manual,2.0,1-2 Miles,North America,63.0,1,65.0
546.0,Jose,E,Lee,M,M,2.0,0.0,High School,Manual,2.0,0-1 Miles,North America,63.0,1,65.0
536.0,Alexandra,A,Taylor,M,F,2.0,0.0,High School,Manual,2.0,0-1 Miles,North America,64.0,0,65.0
612.0,Maria,D,Stewart,M,F,2.0,0.0,High School,Manual,2.0,1-2 Miles,North America,64.0,1,65.0
612.0,Jerry,A,Xie,M,M,2.0,0.0,High School,Manual,2.0,1-2 Miles,North America,64.0,0,65.0
59.0,Caroline,A,Henderson,S,F,2.0,0.0,High School,Manual,2.0,1-2 Miles,North America,64.0,0,65.0
300.0,Terry,E,Kumar,M,M,2.0,0.0,High School,Manual,2.0,0-1 Miles,North America,64.0,0,65.0
69.0,Alex,M,Stewart,M,M,2.0,0.0,High School,Manual,2.0,0-1 Miles,North America,64.0,0,65.0
53.0,Jessica,J,Moore,M,F,2.0,0.0,Partial High School,Manual,2.0,0-1 Miles,North America,63.0,0,65.0
59.0,Jeremiah,W,Hayes,M,M,3.0,0.0,Partial High School,Manual,2.0,1-2 Miles,North America,62.0,0,65.0
62.0,Seth,M,Gray,M,M,3.0,0.0,Partial High School,Manual,2.0,1-2 Miles,North America,63.0,0,65.0
618.0,Jose,A,Lewis,M,M,3.0,0.0,Partial High School,Clerical,2.0,1-2 Miles,North America,63.0,0,65.0
635.0,Luis,J,Powell,M,M,1.0,0.0,High School,Manual,1.0,5-10 Miles,North America,63.0,0,65.0
311.0,Blake,A,Edwards,M,M,1.0,0.0,High School,Clerical,1.0,2-5 Miles,North America,63.0,1,65.0
312.0,Andrea,L,Parker,M,F,1.0,0.0,High School,Clerical,1.0,2-5 Miles,North America,63.0,1,65.0
374.0,Ethan,M,Sharma,M,M,1.0,0.0,Partial College,Clerical,1.0,1-2 Miles,North America,63.0,1,65.0
374.0,Megan,A,Clark,M,F,1.0,0.0,Partial College,Clerical,1.0,1-2 Miles,North America,63.0,1,65.0
300.0,Lindsey,A,Chande,M,F,1.0,0.0,High School,Clerical,2.0,0-1 Miles,North America,61.0,0,65.0
338.0,Ana,A,Flores,M,F,1.0,0.0,High School,Clerical,2.0,0-1 Miles,North America,61.0,0,65.0
64.0,Jonathan,A,Lal,M,M,2.0,0.0,High School,Skilled Manual,2.0,0-1 Miles,North America,62.0,0,65.0
339.0,Brittany,W,Griffin,M,F,1.0,0.0,Partial College,Clerical,1.0,0-1 Miles,North America,62.0,1,65.0
316.0,Alexis,G,Lewis,M,F,2.0,0.0,High School,Skilled Manual,2.0,0-1 Miles,North America,60.0,0,65.0
302.0,Devon,L,Xie,M,M,2.0,0.0,High School,Skilled Manual,2.0,0-1 Miles,North America,61.0,0,65.0
337.0,Jesse,A,Watson,S,M,2.0,0.0,High School,Skilled Manual,2.0,1-2 Miles,North America,61.0,0,65.0
546.0,Devin,A,Hayes,M,M,2.0,0.0,High School,Skilled Manual,2.0,1-2 Miles,North America,61.0,0,65.0
635.0,Arianna,E,Jenkins,M,F,2.0,0.0,High School,Skilled Manual,2.0,1-2 Miles,North America,61.0,0,65.0
51.0,William,A,Robinson,M,M,1.0,0.0,Partial College,Clerical,1.0,0-1 Miles,North America,60.0,0,65.0
49.0,Louis,A,Xu,M,M,2.0,0.0,High School,Skilled Manual,2.0,1-2 Miles,North America,60.0,0,65.0
331.0,Alexis,A,Taylor,M,F,2.0,0.0,High School,Skilled Manual,2.0,0-1 Miles,North America,60.0,0,65.0
53.0,Amber,A,Hall,M,F,2.0,0.0,High School,Skilled Manual,2.0,0-1 Miles,North America,60.0,0,65.0
635.0,Danielle,W,Morris,M,F,1.0,0.0,Partial College,Clerical,1.0,0-1 Miles,North America,60.0,0,65.0
612.0,Glenn,A,Gao,M,M,2.0,0.0,Partial College,Clerical,1.0,1-2 Miles,North America,58.0,1,65.0
345.0,Katelyn,K,Stewart,S,F,2.0,0.0,Partial College,Clerical,1.0,1-2 Miles,North America,59.0,1,65.0
385.0,Austin,C,Perry,M,M,2.0,0.0,Partial College,Clerical,1.0,1-2 Miles,North America,59.0,1,65.0
301.0,Brittney,E,Zhu,M,F,2.0,0.0,Partial College,Clerical,1.0,1-2 Miles,North America,59.0,1,65.0
374.0,Shelby,A,James,S,F,5.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,59.0,0,65.0
632.0,Christina,A,Murphy,M,F,4.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,59.0,0,65.0
635.0,Joseph,A,Thompson,M,M,4.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,59.0,0,65.0
335.0,Megan,A,Jones,M,F,2.0,0.0,Partial College,Clerical,1.0,0-1 Miles,North America,58.0,0,65.0
307.0,Hannah,D,Bryant,M,F,4.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,58.0,0,65.0
547.0,Brandon,J,Jenkins,M,M,0.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,45.0,0,50.0
372.0,Jacqueline,R,Henderson,M,F,0.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,45.0,1,50.0
614.0,Carlos,A,Hernandez,M,M,0.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,44.0,0,50.0
635.0,Fernando,A,Hughes,S,M,1.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,44.0,0,50.0
548.0,Dylan,A,Butler,M,M,1.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,44.0,0,50.0
315.0,Jeremy,A,Bailey,M,M,1.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,43.0,0,50.0
326.0,Aaron,M,Gonzalez,M,M,1.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,44.0,0,50.0
355.0,Natalie,V,Coleman,M,F,1.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,44.0,0,50.0
623.0,Natalie,L,Clark,M,F,1.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,46.0,0,50.0
368.0,Seth,A,Carter,M,M,1.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,45.0,0,50.0
539.0,Carlos,A,Sanders,M,M,1.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,46.0,0,50.0
553.0,Ian,B,Miller,M,M,1.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,46.0,0,50.0
536.0,Nicole,A,Stewart,S,F,1.0,0.0,Graduate Degree,Skilled Manual,0.0,1-2 Miles,North America,45.0,0,50.0
50.0,Jordan,H,Nelson,M,M,1.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,North America,46.0,0,50.0
217.0,Carolyn,M,Gutierrez,M,F,1.0,0.0,Graduate Degree,Manual,0.0,0-1 Miles,Europe,53.0,0,65.0
126.0,Jenny,V,Shen,M,F,1.0,0.0,Graduate Degree,Manual,0.0,0-1 Miles,Europe,55.0,0,65.0
255.0,Jorge,V,Li,M,M,1.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,54.0,0,65.0
259.0,Franklin,A,Zhao,M,M,1.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,55.0,0,65.0
121.0,Grace,E,Price,M,F,1.0,0.0,Bachelors,Manual,0.0,0-1 Miles,Europe,56.0,0,65.0
277.0,Bonnie,C,Kennedy,M,F,1.0,0.0,Bachelors,Manual,0.0,0-1 Miles,Europe,55.0,0,65.0
135.0,Jarrod,B,Fernandez,M,M,1.0,0.0,Bachelors,Manual,0.0,0-1 Miles,Europe,56.0,0,65.0
128.0,Kendra,A,Moreno,M,F,1.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,82.0,0,50.0
369.0,Connor,A,Wright,M,M,0.0,0.0,Bachelors,Manual,0.0,0-1 Miles,North America,38.0,0,50.0
144.0,Joe,A,Navarro,M,M,1.0,0.0,Bachelors,Manual,0.0,0-1 Miles,Europe,59.0,0,65.0
186.0,Angelica,M,Flores,M,F,1.0,0.0,Bachelors,Manual,0.0,0-1 Miles,Europe,58.0,0,65.0
215.0,Lydia,A,Lopez,M,F,2.0,0.0,Partial College,Manual,0.0,0-1 Miles,Europe,60.0,0,65.0
128.0,Jimmy,J,Suarez,M,M,2.0,0.0,Partial College,Manual,0.0,0-1 Miles,Europe,60.0,0,65.0
173.0,Roger,W,Lin,M,M,2.0,0.0,Partial College,Manual,0.0,0-1 Miles,Europe,61.0,0,65.0
207.0,Fernando,K,Lee,M,M,2.0,0.0,Partial College,Manual,1.0,0-1 Miles,Europe,62.0,1,65.0
190.0,Mackenzie,A,Hall,M,F,2.0,0.0,Partial College,Manual,1.0,2-5 Miles,Europe,77.0,0,80.0
230.0,Tabitha,A,Ramos,M,F,1.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,76.0,0,80.0
189.0,Terry,E,Nath,M,M,3.0,0.0,Partial College,Manual,1.0,0-1 Miles,Europe,75.0,0,80.0
228.0,Heidi,Z,Arun,M,F,1.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,74.0,1,80.0
279.0,Gary,M,Rubio,M,M,1.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,74.0,1,80.0
33.0,Jamie,A,Guo,M,F,0.0,0.0,Partial College,Manual,1.0,2-5 Miles,Pacific,36.0,1,50.0
40.0,Rafael,I,She,M,M,0.0,0.0,Partial College,Manual,1.0,2-5 Miles,Pacific,37.0,1,50.0
34.0,Diane,M,Sanz,M,F,0.0,0.0,Partial College,Manual,1.0,0-1 Miles,Pacific,38.0,0,50.0
8.0,Raul,Q,Luo,S,M,0.0,0.0,Partial College,Manual,1.0,0-1 Miles,Pacific,38.0,1,50.0
6.0,Jay,A,Fernandez,M,M,0.0,0.0,Partial College,Manual,1.0,2-5 Miles,Pacific,39.0,0,50.0
39.0,Jay,L,Madan,S,M,0.0,0.0,High School,Manual,2.0,0-1 Miles,Pacific,40.0,1,50.0
2.0,Riley,A,Reed,M,F,0.0,0.0,High School,Manual,2.0,0-1 Miles,Pacific,39.0,1,50.0
35.0,Rodney,A,Blanco,S,M,1.0,1.0,High School,Manual,0.0,2-5 Miles,Pacific,38.0,1,50.0
8.0,Ernest,A,Zhu,M,M,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Pacific,38.0,1,50.0
32.0,George,A,Garcia,S,M,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Pacific,38.0,1,50.0
225.0,Albert,G,Sanz,S,M,1.0,0.0,Partial College,Manual,0.0,1-2 Miles,Europe,74.0,0,80.0
155.0,Kelsey,K,Nath,M,F,2.0,0.0,Partial College,Manual,1.0,0-1 Miles,Europe,74.0,1,80.0
166.0,Krystal,S,Zhang,M,F,2.0,0.0,Partial College,Manual,1.0,1-2 Miles,Europe,74.0,1,80.0
242.0,Carol Ann,F.,Rockne,M,M,1.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,74.0,1,80.0
266.0,Kristina,R,Mehta,M,F,1.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,74.0,1,80.0
118.0,Monique,A,Gutierrez,S,F,4.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,56.0,1,65.0
248.0,Joe,M,Serrano,S,M,4.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,56.0,1,65.0
126.0,Jessie,A,Serrano,M,F,1.0,1.0,High School,Manual,1.0,2-5 Miles,Europe,57.0,0,65.0
175.0,Garrett,N,Gray,S,M,1.0,1.0,Partial College,Manual,0.0,1-2 Miles,Europe,57.0,0,65.0
264.0,Jerome,D,Martin,M,M,3.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,57.0,1,65.0
133.0,Bailey,A,King,M,F,2.0,0.0,Partial College,Manual,1.0,0-1 Miles,Europe,57.0,1,65.0
263.0,Kelli,A,Gao,S,F,3.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,57.0,1,65.0
247.0,Dennis,A,Zhao,M,M,1.0,1.0,Bachelors,Skilled Manual,0.0,1-2 Miles,Europe,41.0,1,50.0
140.0,Douglas,E,Gonzalez,M,M,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,44.0,0,50.0
183.0,Alisha,D,Lu,S,F,0.0,0.0,Partial College,Clerical,1.0,2-5 Miles,Europe,43.0,1,50.0
127.0,Antonio,A,Alexander,S,M,0.0,0.0,Partial High School,Manual,2.0,1-2 Miles,Europe,36.0,0,50.0
216.0,Kelvin,W,Li,S,M,0.0,0.0,Partial High School,Manual,2.0,1-2 Miles,Europe,36.0,0,50.0
183.0,Deborah,A,Anand,S,F,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,37.0,0,50.0
271.0,Denise,A,Patel,S,F,0.0,0.0,High School,Manual,1.0,1-2 Miles,Europe,38.0,0,50.0
335.0,Amanda,A,Sanders,M,F,1.0,0.0,Partial College,Skilled Manual,1.0,2-5 Miles,North America,55.0,1,65.0
343.0,Catherine,J,Brooks,M,F,1.0,0.0,Partial College,Skilled Manual,1.0,2-5 Miles,North America,55.0,1,65.0
