GeographyKey,FirstName,MiddleName,LastName,MaritalStatus,Gender,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,NumberCarsOwned,CommuteDistance,Region,Age,AgeRegularBin,score
255,Roger,A,Guo,S,M,3,0,Graduate Degree,Clerical,0,0-1 Miles,Europe,58,65,no
117,Paula,A,Ortega,M,F,3,0,Graduate Degree,Clerical,0,0-1 Miles,Europe,57,65,yes
157,Ashlee,A,Xu,M,F,3,0,Graduate Degree,Clerical,0,0-1 Miles,Europe,57,65,yes
131,Sharon,C,Kumar,M,F,1,0,Bachelors,Clerical,0,0-1 Miles,Europe,59,65,yes
158,Phillip,A,Rana,S,M,1,0,Bachelors,Clerical,0,0-1 Miles,Europe,59,65,yes
247,Joy,L,Martin,S,F,0,0,Partial College,Manual,1,2-5 Miles,Europe,46,50,no
119,Brad,J,Sharma,M,M,0,0,Bachelors,Clerical,0,0-1 Miles,Europe,47,50,yes
170,Mitchell,D,Jai,M,M,0,0,Bachelors,Clerical,0,0-1 Miles,Europe,47,50,yes
269,Michele,A,Jimenez,S,F,2,2,High School,Manual,0,0-1 Miles,Europe,48,50,no
118,Bridget,M,Jai,M,F,0,0,Bachelors,Clerical,0,0-1 Miles,Europe,46,50,yes
196,Richard,A,King,S,M,2,2,High School,Manual,0,0-1 Miles,Europe,48,50,no
208,Joe,A,Malhotra,S,M,0,0,Partial College,Manual,1,2-5 Miles,Europe,48,50,no
236,Jacob,A,Lee,M,M,0,0,Bachelors,Clerical,0,0-1 Miles,Europe,47,50,yes
208,Trevor,L,Hughes,S,M,0,0,Bachelors,Clerical,0,0-1 Miles,Europe,48,50,yes
262,Jessica,A,Coleman,M,F,1,0,Bachelors,Clerical,0,1-2 Miles,Europe,47,50,yes
245,Paula,W,Moreno,M,F,1,0,Bachelors,Clerical,0,0-1 Miles,Europe,47,50,yes
183,Tammy,L,Smith,M,F,0,0,Graduate Degree,Clerical,0,0-1 Miles,Europe,48,50,yes
205,Alisha,A,Nath,S,F,0,0,Graduate Degree,Clerical,0,0-1 Miles,Europe,47,50,yes
246,Stacey,A,Liu,M,F,0,0,Graduate Degree,Clerical,0,0-1 Miles,Europe,48,50,yes
190,Karen,K,Lu,M,F,0,0,Graduate Degree,Clerical,0,0-1 Miles,Europe,48,50,yes
123,Lori,M,Ramos,S,F,0,0,Graduate Degree,Skilled Manual,0,0-1 Miles,Europe,48,50,yes
167,Andres,T,Shan,M,M,0,0,Graduate Degree,Skilled Manual,0,0-1 Miles,Europe,48,50,yes
253,Gary,E,Navarro,M,M,0,0,Graduate Degree,Skilled Manual,0,0-1 Miles,Europe,48,50,yes
261,Bryant,A,Van,S,M,0,0,Graduate Degree,Skilled Manual,0,0-1 Miles,Europe,48,50,yes
269,Phillip,M,Sai,M,M,0,0,Graduate Degree,Skilled Manual,0,0-1 Miles,Europe,48,50,yes
193,Sabrina,A,Blanco,M,F,3,0,Partial College,Manual,2,0-1 Miles,Europe,65,65,yes
216,Tiffany,K,Zhao,M,F,3,0,Partial College,Manual,2,0-1 Miles,Europe,66,80,yes
161,Mikael,A,Sandberg,S,F,3,0,High School,Manual,2,0-1 Miles,Europe,66,80,no
176,Anne,T,Rubio,M,F,4,0,High School,Manual,2,0-1 Miles,Europe,66,80,yes
199,Max,C,Jimenez,M,M,4,0,High School,Manual,2,0-1 Miles,Europe,66,80,no
127,Marcus,A,Hall,S,M,2,2,High School,Manual,1,0-1 Miles,Europe,49,50,no
121,Benjamin,J,Jackson,S,M,2,2,High School,Manual,1,0-1 Miles,Europe,49,50,yes
214,Allen,I,Mehta,M,M,2,2,High School,Manual,1,0-1 Miles,Europe,49,50,no
176,Shaun,A,Deng,S,M,3,3,High School,Manual,0,0-1 Miles,Europe,49,50,yes
183,Edwin,M,Pal,M,M,1,1,Partial College,Manual,0,2-5 Miles,Europe,48,50,no
128,Brenda,A,Garcia,S,F,1,1,Partial College,Manual,0,2-5 Miles,Europe,49,50,no
336,Miguel,K,Parker,S,M,2,0,Partial High School,Skilled Manual,2,5-10 Miles,North America,63,65,yes
62,Olivia,A,Henderson,M,F,2,0,Partial High School,Skilled Manual,2,5-10 Miles,North America,63,65,yes
635,Sydney,J,Foster,M,F,3,1,High School,Professional,0,1-2 Miles,North America,62,65,yes
607,Ashley,A,Wood,M,F,3,1,High School,Professional,0,5-10 Miles,North America,63,65,no
300,Luke,A,Zhang,M,M,3,1,High School,Professional,0,5-10 Miles,North America,63,65,yes
383,Charles,M,Scott,S,M,3,1,High School,Professional,0,5-10 Miles,North America,62,65,yes
361,Elijah,A,Long,M,M,3,1,High School,Professional,0,1-2 Miles,North America,63,65,yes
623,Ashley,P,Hayes,M,F,3,0,Graduate Degree,Management,2,1-2 Miles,North America,64,65,yes
311,Miguel,A,Scott,M,M,3,0,Graduate Degree,Management,2,1-2 Miles,North America,64,65,yes
545,Thomas,R,Perry,M,M,3,0,Partial College,Professional,2,1-2 Miles,North America,65,65,yes
337,Adam,A,Long,S,M,3,0,Partial College,Professional,2,5-10 Miles,North America,65,65,yes
343,Ashley,J,Flores,M,F,3,0,Partial College,Professional,2,5-10 Miles,North America,65,65,yes
536,Ana,A,Barnes,M,F,3,0,Partial College,Professional,2,5-10 Miles,North America,65,65,no
43,Ruben,D,Rubio,M,M,3,0,Graduate Degree,Management,2,10+ Miles,North America,80,80,no
611,Miguel,A,Severino,M,M,3,0,Graduate Degree,Management,2,10+ Miles,North America,79,80,no
552,Austin,J,Rodriguez,S,M,3,0,Graduate Degree,Management,2,10+ Miles,North America,77,80,no
638,Julia,A,Green,M,F,3,0,Graduate Degree,Management,2,10+ Miles,North America,78,80,no
71,Devin,A,Watson,M,M,3,0,Graduate Degree,Management,2,1-2 Miles,North America,78,80,no
300,Luke,A,Chen,M,M,5,0,Graduate Degree,Management,2,10+ Miles,North America,78,80,yes
299,Evan,A,Hall,M,M,4,0,Graduate Degree,Management,2,5-10 Miles,North America,77,80,no
310,Mallory,M,Ramos,M,F,4,0,Bachelors,Management,2,1-2 Miles,North America,76,80,yes
310,Garrett,J,Morgan,M,M,4,0,Bachelors,Management,2,10+ Miles,North America,75,80,no
536,Jarrod,A,Sanchez,M,M,3,0,Graduate Degree,Management,2,1-2 Miles,North America,76,80,no
546,Kimberly,A,James,M,F,5,0,Graduate Degree,Management,2,10+ Miles,North America,76,80,yes
63,Dalton,C,Hayes,M,M,5,0,Graduate Degree,Management,2,1-2 Miles,North America,76,80,yes
51,Jonathan,A,Garcia,S,M,0,0,Partial High School,Clerical,2,5-10 Miles,North America,40,50,no
60,Bryan,A,Reed,S,M,0,0,Partial High School,Clerical,2,5-10 Miles,North America,40,50,no
10,Cara,A,Ma,S,F,4,0,High School,Skilled Manual,2,5-10 Miles,Pacific,69,80,no
607,Donald,E,McDonald,S,M,0,0,Partial High School,Clerical,2,1-2 Miles,North America,39,50,no
607,Kari,A,Hernandez,S,F,0,0,Partial High School,Clerical,2,5-10 Miles,North America,40,50,no
623,Devin,A,Powell,S,M,0,0,Partial College,Skilled Manual,1,5-10 Miles,North America,39,50,no
627,Katelyn,A,Murphy,S,F,0,0,Partial College,Skilled Manual,1,1-2 Miles,North America,40,50,no
634,Lauren,A,Blue,M,F,0,0,Partial College,Skilled Manual,2,5-10 Miles,North America,40,50,no
298,Megan,S,James,M,F,0,0,Partial College,Skilled Manual,2,5-10 Miles,North America,40,50,no
310,Chase,K,Howard,S,M,0,0,Partial College,Skilled Manual,2,5-10 Miles,North America,39,50,no
329,Devin,I,White,S,M,0,0,Partial College,Skilled Manual,2,1-2 Miles,North America,40,50,no
345,Eric,O,Allen,S,M,0,0,Partial College,Skilled Manual,2,5-10 Miles,North America,40,50,yes
28,Marco,A,Madan,M,M,2,1,Partial High School,Clerical,2,5-10 Miles,Pacific,68,80,no
31,Jonathan,A,Russell,M,M,2,1,Partial High School,Clerical,2,1-2 Miles,Pacific,68,80,no
15,Russell,A,Black,M,M,2,1,Partial High School,Clerical,2,5-10 Miles,Pacific,68,80,no
15,Monica,H,Chandra,S,F,2,1,Partial High School,Clerical,2,5-10 Miles,Pacific,67,80,no
29,Glenn,A,Liu,M,M,3,0,Partial College,Clerical,2,5-10 Miles,Pacific,67,80,yes
12,Mathew,L,Torres,M,M,3,0,Partial College,Clerical,2,5-10 Miles,Pacific,66,80,yes
19,Connor,C,Shan,S,M,2,1,Partial High School,Clerical,2,5-10 Miles,Pacific,66,80,no
35,Steve,R,Chen,M,M,3,0,High School,Skilled Manual,2,1-2 Miles,Pacific,66,80,yes
18,Louis,A,Zeng,S,M,3,0,High School,Skilled Manual,2,5-10 Miles,Pacific,65,65,yes
358,Emma,J,Thomas,S,F,0,0,Partial College,Skilled Manual,2,5-10 Miles,North America,36,50,yes
627,Samuel,A,Adams,S,M,0,0,Partial College,Skilled Manual,2,0-1 Miles,North America,37,50,yes
30,Adrienne,A,Gutierrez,S,F,3,0,High School,Skilled Manual,2,5-10 Miles,Pacific,65,65,yes
22,Priscilla,A,Nara,M,F,3,0,High School,Skilled Manual,2,5-10 Miles,Pacific,65,65,yes
24,Krystal,A,Sun,S,F,2,0,Partial College,Skilled Manual,2,1-2 Miles,Pacific,63,65,yes
33,Jodi,A,Chavez,S,F,2,0,Partial College,Skilled Manual,2,5-10 Miles,Pacific,62,65,yes
536,Marco,A,Perez,S,M,0,0,Partial College,Skilled Manual,2,5-10 Miles,North America,41,50,no
626,Elijah,A,McDonald,S,M,0,0,High School,Skilled Manual,2,5-10 Miles,North America,42,50,no
626,Tyler,A,Williams,M,M,0,0,High School,Skilled Manual,2,5-10 Miles,North America,41,50,no
301,Jesse,A,Stewart,M,M,0,0,High School,Skilled Manual,2,5-10 Miles,North America,41,50,no
301,Felicia,L,Ruiz,S,F,0,0,High School,Skilled Manual,2,1-2 Miles,North America,42,50,yes
316,Sydney,A,Gonzalez,M,F,0,0,High School,Skilled Manual,2,5-10 Miles,North America,42,50,no
352,Christian,B,Moore,S,M,0,0,High School,Skilled Manual,2,1-2 Miles,North America,43,50,yes
372,Jonathan,E,Nelson,M,M,0,0,High School,Skilled Manual,2,1-2 Miles,North America,43,50,yes
641,Jacqueline,A,Ross,M,F,0,0,Partial College,Skilled Manual,2,5-10 Miles,North America,43,50,no
59,Eduardo,J,Hernandez,S,M,0,0,Partial College,Skilled Manual,2,5-10 Miles,North America,43,50,no
355,Jonathan,A,Young,S,M,0,0,Partial College,Skilled Manual,2,1-2 Miles,North America,44,50,no
627,Rachel,R,Bailey,S,F,0,0,Partial College,Skilled Manual,2,1-2 Miles,North America,44,50,no
53,Madeline,B,Gonzalez,S,F,0,0,Partial College,Professional,2,5-10 Miles,North America,44,50,yes
609,Cassandra,A,Kapoor,M,F,0,0,Partial College,Professional,2,0-1 Miles,North America,43,50,yes
322,Rachel,C,Williams,S,F,0,0,Partial College,Professional,2,5-10 Miles,North America,43,50,yes
60,Haley,L,Griffin,M,F,0,0,Partial College,Professional,2,1-2 Miles,North America,41,50,no
57,Alexandre,A,Lobao,M,M,0,0,Partial College,Professional,2,1-2 Miles,North America,41,50,no
51,Arianna,D,Cox,S,F,0,0,Partial College,Professional,2,1-2 Miles,North America,41,50,no
10,Carmen,L,Prasad,M,F,2,0,High School,Skilled Manual,2,5-10 Miles,Pacific,62,65,yes
30,Donald,A,Garcia,S,M,2,0,High School,Skilled Manual,2,5-10 Miles,Pacific,62,65,yes
40,Katelyn,A,Richardson,S,F,2,0,High School,Skilled Manual,2,1-2 Miles,Pacific,61,65,yes
27,Rosa,A,She,M,F,2,0,High School,Skilled Manual,2,5-10 Miles,Pacific,60,65,yes
16,Carl,A,Chande,M,M,1,1,Bachelors,Management,3,2-5 Miles,Pacific,59,65,no
609,Kelli,A,Huang,S,F,0,0,Partial High School,Skilled Manual,2,5-10 Miles,North America,43,50,no
642,Jeremiah,U,Moore,S,M,0,0,Partial College,Professional,2,5-10 Miles,North America,43,50,no
331,Jasmine,S,Jenkins,M,F,0,1,Graduate Degree,Management,3,1-2 Miles,North America,51,65,no
385,Morgan,A,Collins,S,F,0,0,Graduate Degree,Management,3,1-2 Miles,North America,51,65,yes
348,Ian,D,Reed,S,M,2,0,Partial High School,Skilled Manual,2,5-10 Miles,North America,60,65,no
322,Lucas,J,Lopez,M,M,2,0,Partial High School,Skilled Manual,2,5-10 Miles,North America,60,65,no
385,Hunter,A,McDonald,S,M,2,0,Partial High School,Skilled Manual,2,5-10 Miles,North America,60,65,no
547,Seth,A,Bell,M,M,2,0,Partial High School,Skilled Manual,2,5-10 Miles,North America,59,65,no
536,Philip,S,Torres,M,M,3,2,Partial College,Professional,0,0-1 Miles,North America,60,65,no
298,Billy,A,Ortega,M,M,3,2,Partial College,Professional,0,5-10 Miles,North America,60,65,yes
634,Kaitlyn,T,Hall,S,F,3,2,Partial College,Professional,0,5-10 Miles,North America,60,65,yes
54,Marcus,A,Taylor,S,M,2,0,High School,Professional,2,5-10 Miles,North America,61,65,no
335,Marcus,A,Cox,M,M,2,0,High School,Professional,2,5-10 Miles,North America,61,65,no
310,Brandon,A,Simmons,M,M,2,0,High School,Professional,2,5-10 Miles,North America,61,65,no
336,Devin,A,Bryant,S,M,3,0,Partial College,Professional,2,5-10 Miles,North America,61,65,yes
311,Sydney,A,Bailey,M,F,3,0,Partial College,Professional,2,0-1 Miles,North America,61,65,yes
548,Jackson,A,Hall,S,M,3,0,Graduate Degree,Management,2,5-10 Miles,North America,85,50,yes
54,Lauren,A,Alexander,S,F,4,4,Partial College,Professional,3,2-5 Miles,North America,52,65,yes
64,Dalton,T,Jones,S,M,4,4,Partial College,Professional,3,2-5 Miles,North America,51,65,yes
545,Chloe,A,Hernandez,M,F,4,1,Bachelors,Management,0,0-1 Miles,North America,51,65,no
298,Mya,A,Patterson,S,F,2,2,Bachelors,Management,3,2-5 Miles,North America,51,65,yes
322,Dalton,R,Young,S,M,3,2,Bachelors,Management,0,1-2 Miles,North America,52,65,yes
352,Justin,A,Jones,S,M,3,2,High School,Skilled Manual,2,2-5 Miles,North America,55,65,yes
358,Sara,W,Howard,S,F,1,0,Bachelors,Professional,1,0-1 Miles,North America,55,65,yes
612,Mackenzie,A,Lopez,S,F,1,0,Bachelors,Professional,1,2-5 Miles,North America,55,65,yes
307,Natalie,A,Sanchez,S,F,1,0,Bachelors,Professional,1,2-5 Miles,North America,55,65,yes
71,Seth,A,Morris,S,M,1,0,Bachelors,Professional,1,2-5 Miles,North America,55,65,yes
347,Marcus,A,Johnson,S,M,1,0,Bachelors,Professional,1,2-5 Miles,North America,54,65,yes
63,Jeremiah,D,Henderson,S,M,1,0,Bachelors,Professional,1,2-5 Miles,North America,55,65,yes
310,Seth,R,Parker,M,M,1,0,Partial College,Skilled Manual,1,2-5 Miles,North America,54,65,yes
635,Amber,M,Collins,M,F,1,0,Partial College,Skilled Manual,1,0-1 Miles,North America,55,65,yes
343,Thomas,M,Gonzalez,S,M,4,3,High School,Skilled Manual,2,2-5 Miles,North America,56,65,no
315,Richard,A,Turner,M,M,4,3,High School,Skilled Manual,3,10+ Miles,North America,55,65,no
299,Carly,A,Rai,M,F,4,0,Bachelors,Management,2,10+ Miles,North America,74,80,no
338,Xavier,L,Clark,M,M,3,0,Graduate Degree,Management,2,1-2 Miles,North America,75,80,no
54,Isaiah,A,Lopez,M,M,3,0,Graduate Degree,Management,2,1-2 Miles,North America,75,80,no
626,Anna,L,Cox,M,F,3,0,Graduate Degree,Management,2,1-2 Miles,North America,75,80,no
338,Jason,G,Roberts,M,M,3,0,Graduate Degree,Management,2,1-2 Miles,North America,74,80,no
54,Wyatt,F,Moore,M,M,5,0,Bachelors,Management,2,10+ Miles,North America,74,80,yes
60,Benjamin,C,Butler,M,M,5,0,Bachelors,Management,2,10+ Miles,North America,74,80,yes
302,Kate,A,Yuan,M,F,5,0,Bachelors,Management,2,1-2 Miles,North America,74,80,yes
331,James,J,Rodriguez,M,M,5,0,Bachelors,Management,2,1-2 Miles,North America,74,80,yes
334,Samuel,K,Bryant,M,M,5,0,Partial High School,Clerical,2,1-2 Miles,North America,73,80,no
539,Garrett,A,Howard,S,M,4,0,High School,Professional,2,10+ Miles,North America,73,80,yes
536,Jackson,S,Wang,M,M,4,0,High School,Professional,2,1-2 Miles,North America,73,80,no
52,Isaiah,A,Morgan,M,M,4,0,High School,Professional,2,1-2 Miles,North America,73,80,no
372,Noah,E,Taylor,M,M,4,0,High School,Professional,2,10+ Miles,North America,73,80,yes
539,Sophia,A,Hernandez,M,F,4,0,High School,Professional,2,10+ Miles,North America,72,80,yes
352,Savannah,S,Watson,M,F,4,0,Bachelors,Management,2,10+ Miles,North America,73,80,no
623,Kyle,A,Baker,S,M,4,0,High School,Professional,2,10+ Miles,North America,72,80,yes
361,Destiny,A,Price,M,F,5,0,High School,Professional,2,2-5 Miles,North America,71,80,no
618,Shelby,J,Rivera,S,F,4,0,Bachelors,Management,2,10+ Miles,North America,72,80,no
612,Paige,A,Bailey,M,F,4,0,Bachelors,Management,2,2-5 Miles,North America,72,80,no
68,Robert,R,Roberts,S,M,4,0,Bachelors,Management,2,10+ Miles,North America,72,80,no
547,Hunter,A,Adams,M,M,5,0,Bachelors,Management,2,2-5 Miles,North America,72,80,no
322,Courtney,A,Baker,S,F,5,0,Bachelors,Management,2,2-5 Miles,North America,72,80,no
302,Cindy,A,Suri,M,F,5,0,Bachelors,Management,2,2-5 Miles,North America,71,80,no
609,Amanda,A,Henderson,M,F,5,0,Bachelors,Management,0,10+ Miles,North America,71,80,yes
611,Evan,H,Cook,M,M,5,0,Bachelors,Management,0,2-5 Miles,North America,71,80,no
338,David,W,Perry,M,M,4,0,Bachelors,Management,2,2-5 Miles,North America,70,80,no
299,Kevin,L,Ross,M,M,4,0,Bachelors,Management,2,10+ Miles,North America,70,80,no
618,Jackson,J,Allen,M,M,2,1,Partial College,Professional,1,10+ Miles,North America,69,80,no
298,Melissa,A,Gray,S,F,2,1,Partial College,Professional,1,10+ Miles,North America,70,80,no
383,Katherine,A,Turner,M,F,2,1,Partial College,Professional,1,10+ Miles,North America,69,80,no
642,Eric,A,King,M,M,2,1,Partial College,Professional,1,10+ Miles,North America,70,80,no
546,Aidan,A,Bennett,M,M,5,0,Bachelors,Management,3,2-5 Miles,North America,69,80,yes
543,Mackenzie,A,Watson,M,F,5,0,Bachelors,Management,3,2-5 Miles,North America,70,80,yes
70,Makayla,A,Blue,M,F,2,1,High School,Professional,2,2-5 Miles,North America,68,80,no
70,Fernando,A,Brown,M,M,2,1,High School,Professional,2,2-5 Miles,North America,69,80,no
637,Alexis,R,Thompson,M,F,2,1,Partial College,Professional,1,2-5 Miles,North America,68,80,yes
347,Jared,L,Stewart,M,M,2,1,Bachelors,Management,0,2-5 Miles,North America,68,80,yes
359,Ian,D,Rogers,M,M,2,1,Bachelors,Management,0,2-5 Miles,North America,69,80,yes
637,Lauren,A,Peterson,S,F,2,1,Partial College,Professional,2,10+ Miles,North America,68,80,no
536,Leslie,A,Martin,M,F,2,1,Partial College,Professional,2,10+ Miles,North America,67,80,no
545,Mackenzie,A,Sanchez,M,F,2,1,Partial College,Professional,2,10+ Miles,North America,67,80,no
642,Hailey,F,Murphy,S,F,2,1,High School,Professional,2,2-5 Miles,North America,67,80,yes
299,Arianna,A,Watson,M,F,2,1,Partial College,Professional,1,10+ Miles,North America,66,80,no
311,Naomi,A,Ortega,M,F,2,1,Partial College,Professional,1,2-5 Miles,North America,67,80,no
326,Maria,M,Cook,M,F,4,2,Partial College,Professional,1,1-2 Miles,North America,67,80,no
372,Oscar,C,Bryant,M,M,3,1,Bachelors,Management,1,1-2 Miles,North America,67,80,no
385,Amanda,G,Phillips,S,F,3,1,Bachelors,Management,2,5-10 Miles,North America,66,80,yes
53,Jonathan,J,Hernandez,M,M,2,1,High School,Professional,2,10+ Miles,North America,66,80,no
59,Thomas,J,Griffin,M,M,2,1,High School,Professional,2,10+ Miles,North America,66,80,no
310,Sierra,A,Wright,M,F,2,1,Partial College,Professional,2,2-5 Miles,North America,65,65,yes
310,Zoe,L,Brooks,M,F,2,1,Partial College,Professional,2,10+ Miles,North America,66,80,no
314,Nicole,A,Gray,M,F,2,1,Partial College,Professional,2,10+ Miles,North America,65,65,no
352,Jackson,A,Gonzales,M,M,4,2,Partial College,Professional,1,1-2 Miles,North America,66,80,no
315,Jack,L,Flores,S,M,2,1,Partial High School,Skilled Manual,2,10+ Miles,North America,65,65,no
635,Melissa,R,Russell,S,F,2,1,Partial High School,Skilled Manual,2,2-5 Miles,North America,64,65,yes
326,Samantha,L,Wood,M,F,2,1,Partial High School,Skilled Manual,2,10+ Miles,North America,64,65,no
345,Arianna,A,Powell,M,F,2,1,Partial High School,Skilled Manual,3,10+ Miles,North America,65,65,yes
618,Dalton,A,Russell,S,M,2,1,Partial High School,Skilled Manual,3,10+ Miles,North America,65,65,yes
545,Aaron,A,Roberts,S,M,2,1,Partial College,Professional,2,10+ Miles,North America,64,65,no
49,Logan,J,Hayes,S,M,2,1,High School,Professional,2,10+ Miles,North America,64,65,no
207,Mayra,M,Madan,S,F,2,3,Partial College,Professional,0,5-10 Miles,Europe,60,65,yes
211,Cedric,A,Wang,M,M,2,4,Partial College,Professional,3,5-10 Miles,Europe,60,65,yes
124,Alicia,S,Andersen,M,F,2,4,High School,Professional,0,5-10 Miles,Europe,60,65,yes
130,Marco,C,Arun,M,M,2,4,Partial College,Professional,2,5-10 Miles,Europe,60,65,yes
253,Regina,S,Perez,M,F,2,4,High School,Professional,2,0-1 Miles,Europe,60,65,yes
253,Katrina,A,Andersen,S,F,2,4,High School,Professional,2,0-1 Miles,Europe,60,65,yes
203,Omar,A,Lin,S,M,2,4,Partial College,Professional,0,5-10 Miles,Europe,61,65,yes
117,Tabitha,J,Diaz,S,F,3,4,High School,Professional,0,5-10 Miles,Europe,60,65,yes
161,Stanley,C,Schmidt,M,M,3,4,High School,Professional,0,5-10 Miles,Europe,61,65,yes
242,Allen,D,Rana,M,M,3,4,Partial College,Professional,3,0-1 Miles,Europe,62,65,yes
264,Marshall,E,Chen,M,M,3,4,High School,Professional,3,5-10 Miles,Europe,62,65,yes
171,Joe,A,Patel,S,M,3,2,Partial College,Professional,1,10+ Miles,Europe,63,65,yes
213,Melvin,A,Pal,M,M,5,0,Bachelors,Management,2,2-5 Miles,Europe,73,80,no
151,Eugene,J,Sun,M,M,3,4,Bachelors,Management,0,5-10 Miles,Europe,73,80,yes
196,Autumn,A,Zheng,S,F,5,1,High School,Professional,2,10+ Miles,Europe,72,80,yes
127,Ronnie,W,Cai,M,M,5,0,Partial College,Professional,2,2-5 Miles,Europe,72,80,no
161,Jessica,G,Jones,M,F,2,3,Graduate Degree,Management,0,2-5 Miles,Europe,72,80,no
255,Cesar,L,Rana,M,M,4,4,Bachelors,Management,0,0-1 Miles,Europe,72,80,no
184,Ross,D,Rodriguez,S,M,5,0,Partial College,Professional,2,10+ Miles,Europe,71,80,no
158,Shawna,F,Raje,M,F,3,4,Bachelors,Management,0,10+ Miles,Europe,71,80,yes
238,Sydney,A,Walker,M,F,4,4,Partial College,Professional,0,0-1 Miles,Europe,71,80,no
256,Bryant,S,Raman,M,M,4,4,Partial College,Professional,0,5-10 Miles,Europe,70,80,yes
277,Craig,A,Gutierrez,M,M,4,4,Bachelors,Management,0,5-10 Miles,Europe,70,80,yes
236,Joel,A,Chapman,M,M,3,2,Partial College,Professional,1,2-5 Miles,Europe,63,65,no
220,Taylor,M,Henderson,S,F,4,2,High School,Professional,1,10+ Miles,Europe,63,65,yes
186,Kristi,A,Kapoor,M,F,4,2,High School,Professional,2,2-5 Miles,Europe,63,65,yes
133,Gerald,L,Jordan,S,M,3,4,Partial College,Professional,0,0-1 Miles,Europe,63,65,no
260,Arthur,M,Alonso,S,M,3,4,High School,Professional,0,0-1 Miles,Europe,63,65,no
262,Garrett,A,Bailey,M,M,3,4,High School,Professional,0,10+ Miles,Europe,63,65,no
218,Carla,C,Van,M,F,3,4,Bachelors,Management,0,10+ Miles,Europe,64,65,no
135,Joanna,A,Ramos,M,F,3,5,Bachelors,Management,2,10+ Miles,Europe,64,65,yes
243,Shawn,L,Goel,M,M,4,5,Partial College,Professional,2,10+ Miles,Europe,64,65,yes
252,George,A,Rodriguez,M,M,5,5,Partial College,Professional,2,0-1 Miles,Europe,64,65,no
265,Stephanie,S,Stone,M,F,3,4,Bachelors,Management,0,0-1 Miles,Europe,64,65,no
199,Heather,A,Gao,S,F,4,1,Partial College,Professional,2,10+ Miles,Europe,65,65,no
202,Erica,M,Zhou,M,F,4,1,Partial College,Professional,2,10+ Miles,Europe,65,65,no
224,Gabrielle,A,Kelly,M,F,4,1,High School,Professional,2,10+ Miles,Europe,64,65,no
118,Veronica,C,Madan,M,F,4,1,High School,Professional,2,10+ Miles,Europe,64,65,no
168,Michele,A,Arun,M,F,4,5,Partial College,Professional,2,10+ Miles,Europe,65,65,yes
238,Dylan,A,Sharma,M,M,4,5,Partial College,Professional,3,10+ Miles,Europe,65,65,no
160,Misty,R,Luo,M,F,4,1,High School,Professional,3,5-10 Miles,Europe,66,80,yes
162,Alma,L.,Son,M,F,4,5,Partial College,Professional,3,10+ Miles,Europe,66,80,no
220,Thomas,A,Hall,M,M,4,1,High School,Management,3,5-10 Miles,Europe,67,80,yes
245,Kristopher,M,Garcia,M,M,4,5,High School,Management,3,0-1 Miles,Europe,66,80,yes
245,Joe,A,Jimenez,M,M,4,5,High School,Management,3,10+ Miles,Europe,67,80,no
237,Tamara,E,Lu,M,F,4,5,Partial College,Management,0,10+ Miles,Europe,68,80,no
271,Lolan,A,Song,M,M,0,5,High School,Management,0,10+ Miles,Europe,68,80,yes
180,Colleen,A,Shen,M,F,5,1,Partial High School,Skilled Manual,0,10+ Miles,Europe,69,80,no
201,Brent,A,Wu,M,M,5,1,High School,Management,0,10+ Miles,Europe,69,80,no
189,Jaclyn,A,Pal,M,F,4,1,High School,Management,3,5-10 Miles,Europe,69,80,yes
235,Pedro,D,Prasad,M,M,4,5,High School,Management,3,10+ Miles,Europe,69,80,no
221,Misty,T,She,S,F,5,0,Partial High School,Skilled Manual,2,10+ Miles,Europe,70,80,no
222,Brett,A,Lopez,M,M,5,1,Partial High School,Skilled Manual,0,10+ Miles,Europe,70,80,no
182,Ross,J,Vance,S,M,5,0,Partial High School,Skilled Manual,2,10+ Miles,Europe,70,80,no
131,Leslie,D,Rubio,M,F,4,5,Partial High School,Professional,1,5-10 Miles,Europe,70,80,no
252,Alvin,A,Zhang,M,M,5,5,Partial High School,Professional,0,10+ Miles,Europe,70,80,no
36,Steven,T,Rivera,S,M,0,0,Bachelors,Professional,2,5-10 Miles,Pacific,42,50,yes
11,Colleen,M,Raje,S,F,0,0,Bachelors,Professional,2,10+ Miles,Pacific,41,50,yes
15,Shawna,L,Kumar,M,F,0,0,Bachelors,Professional,3,10+ Miles,Pacific,40,50,no
8,Tommy,A,Chander,S,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,41,50,no
28,Erica,R,Gao,M,F,0,0,Bachelors,Professional,2,10+ Miles,Pacific,42,50,no
33,Rafael,L,Kumar,S,M,0,0,Bachelors,Professional,0,10+ Miles,Pacific,42,50,no
37,Regina,A,Arthur,S,F,0,0,Bachelors,Professional,2,10+ Miles,Pacific,41,50,yes
9,Marshall,A,Chander,S,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,43,50,no
28,Warren,P,Yuan,S,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,44,50,no
4,Eric,C,Gonzalez,S,M,0,0,Bachelors,Professional,3,10+ Miles,Pacific,43,50,no
32,Tara,J,Ashe,S,F,0,5,High School,Management,2,10+ Miles,Pacific,42,50,yes
